study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id
sbmd,CPS,self,self,with_guess,conditionAC,0.09787087912087905,0.1714592594313813,0.5708112786994007,0.5688202760684736,0.0,11
sbmd,CPS,self,self,without_guess,intercept,-0.12499999999999993,0.11502093876688867,-1.0867586488172878,0.2785574204926803,0.0,12
sbmd,CPS,self,self,without_guess,conditionAC,0.04807692307692294,0.1648834306295241,0.29158128802491246,0.7709334686345249,0.0,12
sbmd,CPS,self,self,with_guess,intercept,-0.12499999999999994,0.11502093876688867,-1.086758648817288,0.27855742049268023,0.0,12
sbmd,CPS,self,self,with_guess,conditionAC,0.04807692307692299,0.1648834306295241,0.2915812880249128,0.7709334686345246,0.0,12
sbmd,CPS,self,self,without_guess,intercept,-0.12499999999999994,0.11744309012402311,-1.0643452915620368,0.28855952976227633,0.0,13
sbmd,CPS,self,self,without_guess,conditionAC,0.04807692307692298,0.1683556038664135,0.28556770296206463,0.7755287212689607,0.0,13
sbmd,CPS,self,self,with_guess,intercept,-0.12499999999999994,0.11744309012402311,-1.0643452915620368,0.28855952976227633,0.0,13
sbmd,CPS,self,self,with_guess,conditionAC,0.04807692307692298,0.1683556038664135,0.28556770296206463,0.7755287212689607,0.0,13
sbmd,CPS,self,self,without_guess,intercept,-0.1875,0.12457450351117969,-1.5051233977679324,0.1339977641289772,0.0,14
sbmd,CPS,self,self,without_guess,conditionAC,0.17651098901098902,0.17857854168206438,0.9884221662266882,0.3242369215300984,0.0,14
sbmd,CPS,self,self,with_guess,intercept,-0.1875,0.12457450351117969,-1.5051233977679324,0.1339977641289772,0.0,14
sbmd,CPS,self,self,with_guess,conditionAC,0.17651098901098902,0.17857854168206438,0.9884221662266882,0.3242369215300984,0.0,14
sbmd,CPS,self,self,without_guess,intercept,-0.05208333333333341,0.11903342947684835,-0.43755215288881066,0.6622213443396708,0.0,15
sbmd,CPS,self,self,without_guess,conditionAC,0.0191163003663004,0.17063536797867135,0.11203011774610437,0.910920987286522,0.0,15
sbmd,CPS,self,self,with_guess,intercept,-0.05208333333333341,0.11903342947684836,-0.4375521528888106,0.6622213443396708,0.0,15
sbmd,CPS,self,self,with_guess,conditionAC,0.019116300366300465,0.17063536797867138,0.11203011774610475,0.9109209872865218,0.0,15
sbmd,CPS,self,self,without_guess,intercept,-0.16666666666666655,0.12417765668625906,-1.3421630840382022,0.1811879432444133,0.0,16
sbmd,CPS,self,self,without_guess,conditionAC,0.0018315018315015158,0.17800965860191528,0.010288777844337767,0.9918019744738868,0.0,16
sbmd,CPS,self,self,with_guess,intercept,-0.1666666666666666,0.12417765668625906,-1.3421630840382026,0.18118794324441315,0.0,16
sbmd,CPS,self,self,with_guess,conditionAC,0.0018315018315015806,0.17800965860191528,0.010288777844338131,0.9918019744738866,0.0,16
sbmd,CPS,self,self,without_guess,intercept,-0.05208333333333327,0.11563204155782918,-0.4504230197067452,0.6529328577924483,0.0,17
sbmd,CPS,self,self,without_guess,conditionAC,0.10702838827838826,0.1657594513412117,0.6456849815343138,0.5192834418947169,0.0,17
sbmd,CPS,self,self,with_guess,intercept,-0.05208333333333327,0.11563204155782918,-0.4504230197067452,0.6529328577924483,0.0,17
sbmd,CPS,self,self,with_guess,conditionAC,0.10702838827838826,0.1657594513412117,0.6456849815343138,0.5192834418947169,0.0,17
sbmd,CPS,self,self,without_guess,intercept,-0.17708333333333348,0.11603734071938626,-1.5260892074524104,0.1286954429183497,0.0,18
sbmd,CPS,self,self,without_guess,conditionAC,0.03422619047619063,0.1663404509131613,0.2057598755341751,0.8372047303322268,0.0,18
sbmd,CPS,self,self,with_guess,intercept,-0.17708333333333348,0.11603734071938626,-1.5260892074524104,0.1286954429183497,0.0,18
sbmd,CPS,self,self,with_guess,conditionAC,0.03422619047619063,0.1663404509131613,0.2057598755341751,0.8372047303322268,0.0,18
sbmd,CPS,self,self,without_guess,intercept,-0.0520833333333331,0.11340598981086063,-0.45926439529515223,0.646583493105638,0.0,19
sbmd,CPS,self,self,without_guess,conditionAC,0.31581959706959667,0.16256838845532365,1.9426876286984223,0.053571906269777626,0.0,19
sbmd,CPS,self,self,with_guess,intercept,-0.0520833333333331,0.11340598981086063,-0.45926439529515223,0.646583493105638,0.0,19
sbmd,CPS,self,self,with_guess,conditionAC,0.31581959706959667,0.16256838845532365,1.9426876286984223,0.053571906269777626,0.0,19
sbmd,CPS,self,self,without_guess,intercept,-0.5520833333333333,0.12171915103883295,-4.535714623553348,1.030008849290943e-05,0.0,20
sbmd,CPS,self,self,without_guess,conditionAC,0.24439102564102555,0.17448537120072105,1.4006390562099778,0.16299707619850978,0.0,20
sbmd,CPS,self,self,with_guess,intercept,-0.5520833333333334,0.12171915103883295,-4.535714623553349,1.030008849290943e-05,0.0,20
sbmd,CPS,self,self,with_guess,conditionAC,0.2443910256410257,0.17448537120072105,1.4006390562099784,0.16299707619850967,0.0,20
sbmd,CPS,self,self,without_guess,intercept,1.6237509650787866e-17,0.12247852873459085,1.3257433624120606e-16,0.9999999999999999,0.0,21
sbmd,CPS,self,self,without_guess,conditionAC,-0.13186813186813187,0.17557394516788252,-0.7510689114039132,0.4535654936948017,0.0,21
sbmd,CPS,self,self,with_guess,intercept,-9.742505790472719e-17,0.12247852873459085,-7.954460174472363e-16,0.9999999999999993,0.0,21
sbmd,CPS,self,self,with_guess,conditionAC,-0.13186813186813176,0.17557394516788252,-0.7510689114039125,0.45356549369480204,0.0,21
sbmd,CPS,self,self,without_guess,intercept,-0.10416666666666664,0.11723666832815746,-0.8885160944278411,0.37541699548976104,0.0,22
sbmd,CPS,self,self,without_guess,conditionAC,0.2470238095238095,0.1680596965801061,1.4698575241450882,0.14329894136181556,0.0,22
sbmd,CPS,self,self,with_guess,intercept,-0.10416666666666659,0.11723666832815746,-0.8885160944278406,0.37541699548976126,0.0,22
sbmd,CPS,self,self,with_guess,conditionAC,0.2470238095238095,0.1680596965801061,1.4698575241450882,0.14329894136181556,0.0,22
sbmd,CPS,self,self,without_guess,intercept,-0.17708333333333323,0.11604800491047634,-1.5259489680149327,0.12873035574443303,0.0,23
sbmd,CPS,self,self,without_guess,conditionAC,0.0012591575091573733,0.16635573811591475,0.007569065686691293,0.9939689728317642,0.0,23
sbmd,CPS,self,self,with_guess,intercept,-0.17708333333333315,0.11604800491047634,-1.525948968014932,0.1287303557444332,0.0,23
sbmd,CPS,self,self,with_guess,conditionAC,0.0012591575091571133,0.16635573811591475,0.007569065686689731,0.9939689728317654,0.0,23
sbmd,CPS,self,self,without_guess,intercept,-0.40624999999999994,0.10812118567493278,-3.757357981824153,0.00023001393456070055,0.0,24
sbmd,CPS,self,self,without_guess,conditionAC,0.4831730769230769,0.1549925796897311,3.1173948965189666,0.0021160464151428605,0.0,24
sbmd,CPS,self,self,with_guess,intercept,-0.4062499999999999,0.10812118567493278,-3.757357981824152,0.0002300139345607018,0.0,24
sbmd,CPS,self,self,with_guess,conditionAC,0.48317307692307687,0.1549925796897311,3.117394896518966,0.002116046415142866,0.0,24
